dataset,instancia,negocios,C,archivo
tolerancia-alta,T-B-650,650,164078,..\instances\tolerancia-alta\T-B-650.txt
tolerancia-alta,T-B-651,651,158277,..\instances\tolerancia-alta\T-B-651.txt
tolerancia-alta,T-B-652,652,165908,..\instances\tolerancia-alta\T-B-652.txt
tolerancia-alta,T-B-653,653,160899,..\instances\tolerancia-alta\T-B-653.txt
tolerancia-alta,T-B-654,654,162407,..\instances\tolerancia-alta\T-B-654.txt
tolerancia-alta,T-B-655,655,159550,..\instances\tolerancia-alta\T-B-655.txt
tolerancia-alta,T-B-656,656,160797,..\instances\tolerancia-alta\T-B-656.txt
tolerancia-alta,T-B-657,657,165928,..\instances\tolerancia-alta\T-B-657.txt
tolerancia-alta,T-B-658,658,166524,..\instances\tolerancia-alta\T-B-658.txt
tolerancia-alta,T-B-659,659,167328,..\instances\tolerancia-alta\T-B-659.txt
tolerancia-alta,T-B-660,660,161713,..\instances\tolerancia-alta\T-B-660.txt
tolerancia-alta,T-B-661,661,165075,..\instances\tolerancia-alta\T-B-661.txt
tolerancia-alta,T-B-662,662,163511,..\instances\tolerancia-alta\T-B-662.txt
tolerancia-alta,T-B-663,663,168187,..\instances\tolerancia-alta\T-B-663.txt
tolerancia-alta,T-B-664,664,166173,..\instances\tolerancia-alta\T-B-664.txt
tolerancia-alta,T-B-665,665,166371,..\instances\tolerancia-alta\T-B-665.txt
tolerancia-alta,T-B-666,666,165589,..\instances\tolerancia-alta\T-B-666.txt
tolerancia-alta,T-B-667,667,162888,..\instances\tolerancia-alta\T-B-667.txt
tolerancia-alta,T-B-668,668,164223,..\instances\tolerancia-alta\T-B-668.txt
tolerancia-alta,T-B-669,669,163852,..\instances\tolerancia-alta\T-B-669.txt
tolerancia-alta,T-B-670,670,165900,..\instances\tolerancia-alta\T-B-670.txt
tolerancia-alta,T-B-671,671,169314,..\instances\tolerancia-alta\T-B-671.txt
tolerancia-alta,T-B-672,672,170833,..\instances\tolerancia-alta\T-B-672.txt
tolerancia-alta,T-B-673,673,166977,..\instances\tolerancia-alta\T-B-673.txt
tolerancia-alta,T-B-674,674,167342,..\instances\tolerancia-alta\T-B-674.txt
tolerancia-alta,T-B-675,675,165602,..\instances\tolerancia-alta\T-B-675.txt
tolerancia-alta,T-B-676,676,168119,..\instances\tolerancia-alta\T-B-676.txt
tolerancia-alta,T-B-677,677,166377,..\instances\tolerancia-alta\T-B-677.txt
tolerancia-alta,T-B-678,678,174403,..\instances\tolerancia-alta\T-B-678.txt
tolerancia-alta,T-B-679,679,167699,..\instances\tolerancia-alta\T-B-679.txt
tolerancia-alta,T-B-680,680,172750,..\instances\tolerancia-alta\T-B-680.txt
tolerancia-alta,T-B-681,681,170725,..\instances\tolerancia-alta\T-B-681.txt
tolerancia-alta,T-B-682,682,171846,..\instances\tolerancia-alta\T-B-682.txt
tolerancia-alta,T-B-683,683,174075,..\instances\tolerancia-alta\T-B-683.txt
tolerancia-alta,T-B-684,684,168013,..\instances\tolerancia-alta\T-B-684.txt
tolerancia-alta,T-B-685,685,174927,..\instances\tolerancia-alta\T-B-685.txt
tolerancia-alta,T-B-686,686,174581,..\instances\tolerancia-alta\T-B-686.txt
tolerancia-alta,T-B-687,687,175078,..\instances\tolerancia-alta\T-B-687.txt
tolerancia-alta,T-B-688,688,169469,..\instances\tolerancia-alta\T-B-688.txt
tolerancia-alta,T-B-689,689,172431,..\instances\tolerancia-alta\T-B-689.txt
tolerancia-alta,T-B-690,690,175277,..\instances\tolerancia-alta\T-B-690.txt
tolerancia-alta,T-B-691,691,170292,..\instances\tolerancia-alta\T-B-691.txt
tolerancia-alta,T-B-692,692,171260,..\instances\tolerancia-alta\T-B-692.txt
tolerancia-alta,T-B-693,693,170738,..\instances\tolerancia-alta\T-B-693.txt
tolerancia-alta,T-B-694,694,173217,..\instances\tolerancia-alta\T-B-694.txt
tolerancia-alta,T-B-695,695,176292,..\instances\tolerancia-alta\T-B-695.txt
tolerancia-alta,T-B-696,696,172067,..\instances\tolerancia-alta\T-B-696.txt
tolerancia-alta,T-B-697,697,172336,..\instances\tolerancia-alta\T-B-697.txt
tolerancia-alta,T-B-698,698,171814,..\instances\tolerancia-alta\T-B-698.txt
tolerancia-alta,T-B-699,699,176127,..\instances\tolerancia-alta\T-B-699.txt
tolerancia-alta,T-B-700,700,174253,..\instances\tolerancia-alta\T-B-700.txt
tolerancia-alta,T-B-701,701,177930,..\instances\tolerancia-alta\T-B-701.txt
tolerancia-alta,T-B-702,702,178396,..\instances\tolerancia-alta\T-B-702.txt
tolerancia-alta,T-B-703,703,180154,..\instances\tolerancia-alta\T-B-703.txt
tolerancia-alta,T-B-704,704,176412,..\instances\tolerancia-alta\T-B-704.txt
tolerancia-alta,T-B-705,705,173178,..\instances\tolerancia-alta\T-B-705.txt
tolerancia-alta,T-B-706,706,174550,..\instances\tolerancia-alta\T-B-706.txt
tolerancia-alta,T-B-707,707,171931,..\instances\tolerancia-alta\T-B-707.txt
tolerancia-alta,T-B-708,708,179622,..\instances\tolerancia-alta\T-B-708.txt
tolerancia-alta,T-B-709,709,173467,..\instances\tolerancia-alta\T-B-709.txt
tolerancia-alta,T-B-710,710,179123,..\instances\tolerancia-alta\T-B-710.txt
tolerancia-alta,T-B-711,711,180847,..\instances\tolerancia-alta\T-B-711.txt
tolerancia-alta,T-B-712,712,177891,..\instances\tolerancia-alta\T-B-712.txt
tolerancia-alta,T-B-713,713,177966,..\instances\tolerancia-alta\T-B-713.txt
tolerancia-alta,T-B-714,714,182569,..\instances\tolerancia-alta\T-B-714.txt
tolerancia-alta,T-B-715,715,177600,..\instances\tolerancia-alta\T-B-715.txt
tolerancia-alta,T-B-716,716,174614,..\instances\tolerancia-alta\T-B-716.txt
tolerancia-alta,T-B-717,717,179256,..\instances\tolerancia-alta\T-B-717.txt
tolerancia-alta,T-B-718,718,171583,..\instances\tolerancia-alta\T-B-718.txt
tolerancia-alta,T-B-719,719,183526,..\instances\tolerancia-alta\T-B-719.txt
tolerancia-alta,T-B-720,720,180645,..\instances\tolerancia-alta\T-B-720.txt
tolerancia-alta,T-B-721,721,185187,..\instances\tolerancia-alta\T-B-721.txt
tolerancia-alta,T-B-722,722,182495,..\instances\tolerancia-alta\T-B-722.txt
tolerancia-alta,T-B-723,723,186198,..\instances\tolerancia-alta\T-B-723.txt
tolerancia-alta,T-B-724,724,177742,..\instances\tolerancia-alta\T-B-724.txt
tolerancia-alta,T-B-725,725,183528,..\instances\tolerancia-alta\T-B-725.txt
tolerancia-alta,T-B-726,726,181478,..\instances\tolerancia-alta\T-B-726.txt
tolerancia-alta,T-B-727,727,182982,..\instances\tolerancia-alta\T-B-727.txt
tolerancia-alta,T-B-728,728,181978,..\instances\tolerancia-alta\T-B-728.txt
tolerancia-alta,T-B-729,729,185361,..\instances\tolerancia-alta\T-B-729.txt
tolerancia-alta,T-B-730,730,182934,..\instances\tolerancia-alta\T-B-730.txt
tolerancia-alta,T-B-731,731,183966,..\instances\tolerancia-alta\T-B-731.txt
tolerancia-alta,T-B-732,732,185409,..\instances\tolerancia-alta\T-B-732.txt
tolerancia-alta,T-B-733,733,186711,..\instances\tolerancia-alta\T-B-733.txt
tolerancia-alta,T-B-734,734,183339,..\instances\tolerancia-alta\T-B-734.txt
tolerancia-alta,T-B-735,735,182677,..\instances\tolerancia-alta\T-B-735.txt
tolerancia-alta,T-B-736,736,183078,..\instances\tolerancia-alta\T-B-736.txt
tolerancia-alta,T-B-737,737,184300,..\instances\tolerancia-alta\T-B-737.txt
tolerancia-alta,T-B-738,738,184352,..\instances\tolerancia-alta\T-B-738.txt
tolerancia-alta,T-B-739,739,184405,..\instances\tolerancia-alta\T-B-739.txt
tolerancia-alta,T-B-740,740,180210,..\instances\tolerancia-alta\T-B-740.txt
tolerancia-alta,T-B-741,741,183500,..\instances\tolerancia-alta\T-B-741.txt
tolerancia-alta,T-B-742,742,186903,..\instances\tolerancia-alta\T-B-742.txt
tolerancia-alta,T-B-743,743,184028,..\instances\tolerancia-alta\T-B-743.txt
tolerancia-alta,T-B-744,744,186253,..\instances\tolerancia-alta\T-B-744.txt
tolerancia-alta,T-B-745,745,186256,..\instances\tolerancia-alta\T-B-745.txt
tolerancia-alta,T-B-746,746,182927,..\instances\tolerancia-alta\T-B-746.txt
tolerancia-alta,T-B-747,747,185247,..\instances\tolerancia-alta\T-B-747.txt
tolerancia-alta,T-B-748,748,186798,..\instances\tolerancia-alta\T-B-748.txt
tolerancia-alta,T-B-749,749,185012,..\instances\tolerancia-alta\T-B-749.txt
tolerancia-alta,T-B-750,750,182782,..\instances\tolerancia-alta\T-B-750.txt
tolerancia-alta,T-B-751,751,189219,..\instances\tolerancia-alta\T-B-751.txt
tolerancia-alta,T-B-752,752,189423,..\instances\tolerancia-alta\T-B-752.txt
tolerancia-alta,T-B-753,753,186231,..\instances\tolerancia-alta\T-B-753.txt
tolerancia-alta,T-B-754,754,188386,..\instances\tolerancia-alta\T-B-754.txt
tolerancia-alta,T-B-755,755,187054,..\instances\tolerancia-alta\T-B-755.txt
tolerancia-alta,T-B-756,756,190419,..\instances\tolerancia-alta\T-B-756.txt
tolerancia-alta,T-B-757,757,192768,..\instances\tolerancia-alta\T-B-757.txt
tolerancia-alta,T-B-758,758,191063,..\instances\tolerancia-alta\T-B-758.txt
tolerancia-alta,T-B-759,759,187359,..\instances\tolerancia-alta\T-B-759.txt
tolerancia-alta,T-B-760,760,192497,..\instances\tolerancia-alta\T-B-760.txt
tolerancia-alta,T-B-761,761,190215,..\instances\tolerancia-alta\T-B-761.txt
tolerancia-alta,T-B-762,762,191908,..\instances\tolerancia-alta\T-B-762.txt
tolerancia-alta,T-B-763,763,194702,..\instances\tolerancia-alta\T-B-763.txt
tolerancia-alta,T-B-764,764,191266,..\instances\tolerancia-alta\T-B-764.txt
tolerancia-alta,T-B-765,765,194020,..\instances\tolerancia-alta\T-B-765.txt
tolerancia-alta,T-B-766,766,190454,..\instances\tolerancia-alta\T-B-766.txt
tolerancia-alta,T-B-767,767,191623,..\instances\tolerancia-alta\T-B-767.txt
tolerancia-alta,T-B-768,768,192757,..\instances\tolerancia-alta\T-B-768.txt
tolerancia-alta,T-B-769,769,195320,..\instances\tolerancia-alta\T-B-769.txt
tolerancia-alta,T-B-770,770,189074,..\instances\tolerancia-alta\T-B-770.txt
tolerancia-alta,T-B-771,771,194683,..\instances\tolerancia-alta\T-B-771.txt
tolerancia-alta,T-B-772,772,194113,..\instances\tolerancia-alta\T-B-772.txt
tolerancia-alta,T-B-773,773,190142,..\instances\tolerancia-alta\T-B-773.txt
tolerancia-alta,T-B-774,774,190173,..\instances\tolerancia-alta\T-B-774.txt
tolerancia-alta,T-B-775,775,192274,..\instances\tolerancia-alta\T-B-775.txt
tolerancia-alta,T-B-776,776,191150,..\instances\tolerancia-alta\T-B-776.txt
tolerancia-alta,T-B-777,777,199558,..\instances\tolerancia-alta\T-B-777.txt
tolerancia-alta,T-B-778,778,194334,..\instances\tolerancia-alta\T-B-778.txt
tolerancia-alta,T-B-779,779,195063,..\instances\tolerancia-alta\T-B-779.txt
tolerancia-alta,T-B-780,780,195571,..\instances\tolerancia-alta\T-B-780.txt
tolerancia-alta,T-B-781,781,194858,..\instances\tolerancia-alta\T-B-781.txt
tolerancia-alta,T-B-782,782,192895,..\instances\tolerancia-alta\T-B-782.txt
tolerancia-alta,T-B-783,783,195222,..\instances\tolerancia-alta\T-B-783.txt
tolerancia-alta,T-B-784,784,199233,..\instances\tolerancia-alta\T-B-784.txt
tolerancia-alta,T-B-785,785,198045,..\instances\tolerancia-alta\T-B-785.txt
tolerancia-alta,T-B-786,786,197685,..\instances\tolerancia-alta\T-B-786.txt
tolerancia-alta,T-B-787,787,201918,..\instances\tolerancia-alta\T-B-787.txt
tolerancia-alta,T-B-788,788,198296,..\instances\tolerancia-alta\T-B-788.txt
tolerancia-alta,T-B-789,789,197226,..\instances\tolerancia-alta\T-B-789.txt
tolerancia-alta,T-B-790,790,195150,..\instances\tolerancia-alta\T-B-790.txt
tolerancia-alta,T-B-791,791,197515,..\instances\tolerancia-alta\T-B-791.txt
tolerancia-alta,T-B-792,792,201124,..\instances\tolerancia-alta\T-B-792.txt
tolerancia-alta,T-B-793,793,194347,..\instances\tolerancia-alta\T-B-793.txt
tolerancia-alta,T-B-794,794,190642,..\instances\tolerancia-alta\T-B-794.txt
tolerancia-alta,T-B-795,795,198326,..\instances\tolerancia-alta\T-B-795.txt
tolerancia-alta,T-B-796,796,203281,..\instances\tolerancia-alta\T-B-796.txt
tolerancia-alta,T-B-797,797,196931,..\instances\tolerancia-alta\T-B-797.txt
tolerancia-alta,T-B-798,798,198194,..\instances\tolerancia-alta\T-B-798.txt
tolerancia-alta,T-B-799,799,194649,..\instances\tolerancia-alta\T-B-799.txt
tolerancia-alta,T-B-800,800,198323,..\instances\tolerancia-alta\T-B-800.txt
tolerancia-alta,T-B-801,801,197516,..\instances\tolerancia-alta\T-B-801.txt
tolerancia-alta,T-B-802,802,205550,..\instances\tolerancia-alta\T-B-802.txt
tolerancia-alta,T-B-803,803,201123,..\instances\tolerancia-alta\T-B-803.txt
tolerancia-alta,T-B-804,804,202795,..\instances\tolerancia-alta\T-B-804.txt
tolerancia-alta,T-B-805,805,195005,..\instances\tolerancia-alta\T-B-805.txt
tolerancia-alta,T-B-806,806,204547,..\instances\tolerancia-alta\T-B-806.txt
tolerancia-alta,T-B-807,807,200766,..\instances\tolerancia-alta\T-B-807.txt
tolerancia-alta,T-B-808,808,205778,..\instances\tolerancia-alta\T-B-808.txt
tolerancia-alta,T-B-809,809,199619,..\instances\tolerancia-alta\T-B-809.txt
tolerancia-alta,T-B-810,810,208260,..\instances\tolerancia-alta\T-B-810.txt
tolerancia-alta,T-B-811,811,204821,..\instances\tolerancia-alta\T-B-811.txt
tolerancia-alta,T-B-812,812,205829,..\instances\tolerancia-alta\T-B-812.txt
tolerancia-alta,T-B-813,813,205950,..\instances\tolerancia-alta\T-B-813.txt
tolerancia-alta,T-B-814,814,199197,..\instances\tolerancia-alta\T-B-814.txt
tolerancia-alta,T-B-815,815,204054,..\instances\tolerancia-alta\T-B-815.txt
tolerancia-alta,T-B-816,816,205922,..\instances\tolerancia-alta\T-B-816.txt
tolerancia-alta,T-B-817,817,205387,..\instances\tolerancia-alta\T-B-817.txt
tolerancia-alta,T-B-818,818,204438,..\instances\tolerancia-alta\T-B-818.txt
tolerancia-alta,T-B-819,819,202480,..\instances\tolerancia-alta\T-B-819.txt
tolerancia-alta,T-B-820,820,205079,..\instances\tolerancia-alta\T-B-820.txt
tolerancia-alta,T-B-821,821,202774,..\instances\tolerancia-alta\T-B-821.txt
tolerancia-alta,T-B-822,822,205592,..\instances\tolerancia-alta\T-B-822.txt
tolerancia-alta,T-B-823,823,208389,..\instances\tolerancia-alta\T-B-823.txt
tolerancia-alta,T-B-824,824,209389,..\instances\tolerancia-alta\T-B-824.txt
tolerancia-alta,T-B-825,825,206413,..\instances\tolerancia-alta\T-B-825.txt
tolerancia-alta,T-B-826,826,208963,..\instances\tolerancia-alta\T-B-826.txt
tolerancia-alta,T-B-827,827,203368,..\instances\tolerancia-alta\T-B-827.txt
tolerancia-alta,T-B-828,828,207918,..\instances\tolerancia-alta\T-B-828.txt
tolerancia-alta,T-B-829,829,210789,..\instances\tolerancia-alta\T-B-829.txt
tolerancia-alta,T-B-830,830,212542,..\instances\tolerancia-alta\T-B-830.txt
tolerancia-alta,T-B-831,831,203150,..\instances\tolerancia-alta\T-B-831.txt
tolerancia-alta,T-B-832,832,211966,..\instances\tolerancia-alta\T-B-832.txt
tolerancia-alta,T-B-833,833,204058,..\instances\tolerancia-alta\T-B-833.txt
tolerancia-alta,T-B-834,834,212579,..\instances\tolerancia-alta\T-B-834.txt
tolerancia-alta,T-B-835,835,208204,..\instances\tolerancia-alta\T-B-835.txt
tolerancia-alta,T-B-836,836,202368,..\instances\tolerancia-alta\T-B-836.txt
tolerancia-alta,T-B-837,837,207143,..\instances\tolerancia-alta\T-B-837.txt
tolerancia-alta,T-B-838,838,209218,..\instances\tolerancia-alta\T-B-838.txt
tolerancia-alta,T-B-839,839,206414,..\instances\tolerancia-alta\T-B-839.txt
tolerancia-alta,T-B-840,840,211876,..\instances\tolerancia-alta\T-B-840.txt
tolerancia-alta,T-B-841,841,210964,..\instances\tolerancia-alta\T-B-841.txt
tolerancia-alta,T-B-842,842,211497,..\instances\tolerancia-alta\T-B-842.txt
tolerancia-alta,T-B-843,843,211411,..\instances\tolerancia-alta\T-B-843.txt
tolerancia-alta,T-B-844,844,207015,..\instances\tolerancia-alta\T-B-844.txt
tolerancia-alta,T-B-845,845,208491,..\instances\tolerancia-alta\T-B-845.txt
tolerancia-alta,T-B-846,846,213527,..\instances\tolerancia-alta\T-B-846.txt
tolerancia-alta,T-B-847,847,215192,..\instances\tolerancia-alta\T-B-847.txt
tolerancia-alta,T-B-848,848,209476,..\instances\tolerancia-alta\T-B-848.txt
tolerancia-alta,T-B-849,849,215551,..\instances\tolerancia-alta\T-B-849.txt
tolerancia-alta,T-B-850,850,208090,..\instances\tolerancia-alta\T-B-850.txt
tolerancia-alta,T-B-851,851,211969,..\instances\tolerancia-alta\T-B-851.txt
tolerancia-alta,T-B-852,852,217606,..\instances\tolerancia-alta\T-B-852.txt
tolerancia-alta,T-B-853,853,213657,..\instances\tolerancia-alta\T-B-853.txt
tolerancia-alta,T-B-854,854,211468,..\instances\tolerancia-alta\T-B-854.txt
tolerancia-alta,T-B-855,855,216548,..\instances\tolerancia-alta\T-B-855.txt
tolerancia-alta,T-B-856,856,218310,..\instances\tolerancia-alta\T-B-856.txt
tolerancia-alta,T-B-857,857,213447,..\instances\tolerancia-alta\T-B-857.txt
tolerancia-alta,T-B-858,858,218531,..\instances\tolerancia-alta\T-B-858.txt
tolerancia-alta,T-B-859,859,214325,..\instances\tolerancia-alta\T-B-859.txt
tolerancia-alta,T-B-860,860,214997,..\instances\tolerancia-alta\T-B-860.txt
tolerancia-alta,T-B-861,861,214629,..\instances\tolerancia-alta\T-B-861.txt
tolerancia-alta,T-B-862,862,218750,..\instances\tolerancia-alta\T-B-862.txt
tolerancia-alta,T-B-863,863,210750,..\instances\tolerancia-alta\T-B-863.txt
tolerancia-alta,T-B-864,864,214521,..\instances\tolerancia-alta\T-B-864.txt
tolerancia-alta,T-B-865,865,217137,..\instances\tolerancia-alta\T-B-865.txt
tolerancia-alta,T-B-866,866,218123,..\instances\tolerancia-alta\T-B-866.txt
tolerancia-alta,T-B-867,867,218587,..\instances\tolerancia-alta\T-B-867.txt
tolerancia-alta,T-B-868,868,215457,..\instances\tolerancia-alta\T-B-868.txt
tolerancia-alta,T-B-869,869,213470,..\instances\tolerancia-alta\T-B-869.txt
tolerancia-alta,T-B-870,870,212781,..\instances\tolerancia-alta\T-B-870.txt
tolerancia-alta,T-B-871,871,217675,..\instances\tolerancia-alta\T-B-871.txt
tolerancia-alta,T-B-872,872,217306,..\instances\tolerancia-alta\T-B-872.txt
tolerancia-alta,T-B-873,873,216225,..\instances\tolerancia-alta\T-B-873.txt
tolerancia-alta,T-B-874,874,215388,..\instances\tolerancia-alta\T-B-874.txt
tolerancia-alta,T-B-875,875,218780,..\instances\tolerancia-alta\T-B-875.txt
tolerancia-alta,T-B-876,876,216089,..\instances\tolerancia-alta\T-B-876.txt
tolerancia-alta,T-B-877,877,221658,..\instances\tolerancia-alta\T-B-877.txt
tolerancia-alta,T-B-878,878,221726,..\instances\tolerancia-alta\T-B-878.txt
tolerancia-alta,T-B-879,879,216020,..\instances\tolerancia-alta\T-B-879.txt
tolerancia-alta,T-B-880,880,217465,..\instances\tolerancia-alta\T-B-880.txt
tolerancia-alta,T-B-881,881,221336,..\instances\tolerancia-alta\T-B-881.txt
tolerancia-alta,T-B-882,882,222764,..\instances\tolerancia-alta\T-B-882.txt
tolerancia-alta,T-B-883,883,225865,..\instances\tolerancia-alta\T-B-883.txt
tolerancia-alta,T-B-884,884,215345,..\instances\tolerancia-alta\T-B-884.txt
tolerancia-alta,T-B-885,885,223830,..\instances\tolerancia-alta\T-B-885.txt
tolerancia-alta,T-B-886,886,216370,..\instances\tolerancia-alta\T-B-886.txt
tolerancia-alta,T-B-887,887,225434,..\instances\tolerancia-alta\T-B-887.txt
tolerancia-alta,T-B-888,888,226323,..\instances\tolerancia-alta\T-B-888.txt
tolerancia-alta,T-B-889,889,218763,..\instances\tolerancia-alta\T-B-889.txt
tolerancia-alta,T-B-890,890,216319,..\instances\tolerancia-alta\T-B-890.txt
tolerancia-alta,T-B-891,891,222760,..\instances\tolerancia-alta\T-B-891.txt
tolerancia-alta,T-B-892,892,228729,..\instances\tolerancia-alta\T-B-892.txt
tolerancia-alta,T-B-893,893,221087,..\instances\tolerancia-alta\T-B-893.txt
tolerancia-alta,T-B-894,894,228469,..\instances\tolerancia-alta\T-B-894.txt
tolerancia-alta,T-B-895,895,220291,..\instances\tolerancia-alta\T-B-895.txt
tolerancia-alta,T-B-896,896,221588,..\instances\tolerancia-alta\T-B-896.txt
tolerancia-alta,T-B-897,897,226453,..\instances\tolerancia-alta\T-B-897.txt
tolerancia-alta,T-B-898,898,223239,..\instances\tolerancia-alta\T-B-898.txt
tolerancia-alta,T-B-899,899,226366,..\instances\tolerancia-alta\T-B-899.txt
tolerancia-alta,T-B-900,900,223677,..\instances\tolerancia-alta\T-B-900.txt
tolerancia-alta,T-B-901,901,220061,..\instances\tolerancia-alta\T-B-901.txt
tolerancia-alta,T-B-902,902,219344,..\instances\tolerancia-alta\T-B-902.txt
tolerancia-alta,T-B-903,903,230853,..\instances\tolerancia-alta\T-B-903.txt
tolerancia-alta,T-B-904,904,225209,..\instances\tolerancia-alta\T-B-904.txt
tolerancia-alta,T-B-905,905,224392,..\instances\tolerancia-alta\T-B-905.txt
tolerancia-alta,T-B-906,906,224455,..\instances\tolerancia-alta\T-B-906.txt
tolerancia-alta,T-B-907,907,231304,..\instances\tolerancia-alta\T-B-907.txt
tolerancia-alta,T-B-908,908,224128,..\instances\tolerancia-alta\T-B-908.txt
tolerancia-alta,T-B-909,909,228283,..\instances\tolerancia-alta\T-B-909.txt
tolerancia-alta,T-B-910,910,224547,..\instances\tolerancia-alta\T-B-910.txt
tolerancia-alta,T-B-911,911,221041,..\instances\tolerancia-alta\T-B-911.txt
tolerancia-alta,T-B-912,912,230555,..\instances\tolerancia-alta\T-B-912.txt
tolerancia-alta,T-B-913,913,230351,..\instances\tolerancia-alta\T-B-913.txt
tolerancia-alta,T-B-914,914,226444,..\instances\tolerancia-alta\T-B-914.txt
tolerancia-alta,T-B-915,915,229494,..\instances\tolerancia-alta\T-B-915.txt
tolerancia-alta,T-B-916,916,233912,..\instances\tolerancia-alta\T-B-916.txt
tolerancia-alta,T-B-917,917,233129,..\instances\tolerancia-alta\T-B-917.txt
tolerancia-alta,T-B-918,918,230639,..\instances\tolerancia-alta\T-B-918.txt
tolerancia-alta,T-B-919,919,222723,..\instances\tolerancia-alta\T-B-919.txt
tolerancia-alta,T-B-920,920,235156,..\instances\tolerancia-alta\T-B-920.txt
tolerancia-alta,T-B-921,921,229042,..\instances\tolerancia-alta\T-B-921.txt
tolerancia-alta,T-B-922,922,227332,..\instances\tolerancia-alta\T-B-922.txt
tolerancia-alta,T-B-923,923,231921,..\instances\tolerancia-alta\T-B-923.txt
tolerancia-alta,T-B-924,924,228789,..\instances\tolerancia-alta\T-B-924.txt
tolerancia-alta,T-B-925,925,232577,..\instances\tolerancia-alta\T-B-925.txt
tolerancia-alta,T-B-926,926,230872,..\instances\tolerancia-alta\T-B-926.txt
tolerancia-alta,T-B-927,927,234230,..\instances\tolerancia-alta\T-B-927.txt
tolerancia-alta,T-B-928,928,231700,..\instances\tolerancia-alta\T-B-928.txt
tolerancia-alta,T-B-929,929,229726,..\instances\tolerancia-alta\T-B-929.txt
tolerancia-alta,T-B-930,930,233395,..\instances\tolerancia-alta\T-B-930.txt
tolerancia-alta,T-B-931,931,237349,..\instances\tolerancia-alta\T-B-931.txt
tolerancia-alta,T-B-932,932,234846,..\instances\tolerancia-alta\T-B-932.txt
tolerancia-alta,T-B-933,933,235172,..\instances\tolerancia-alta\T-B-933.txt
tolerancia-alta,T-B-934,934,236365,..\instances\tolerancia-alta\T-B-934.txt
tolerancia-alta,T-B-935,935,231772,..\instances\tolerancia-alta\T-B-935.txt
tolerancia-alta,T-B-936,936,232251,..\instances\tolerancia-alta\T-B-936.txt
tolerancia-alta,T-B-937,937,223621,..\instances\tolerancia-alta\T-B-937.txt
tolerancia-alta,T-B-938,938,230726,..\instances\tolerancia-alta\T-B-938.txt
tolerancia-alta,T-B-939,939,236106,..\instances\tolerancia-alta\T-B-939.txt
tolerancia-alta,T-B-940,940,231766,..\instances\tolerancia-alta\T-B-940.txt
tolerancia-alta,T-B-941,941,235120,..\instances\tolerancia-alta\T-B-941.txt
tolerancia-alta,T-B-942,942,236195,..\instances\tolerancia-alta\T-B-942.txt
tolerancia-alta,T-B-943,943,234617,..\instances\tolerancia-alta\T-B-943.txt
tolerancia-alta,T-B-944,944,237453,..\instances\tolerancia-alta\T-B-944.txt
tolerancia-alta,T-B-945,945,236889,..\instances\tolerancia-alta\T-B-945.txt
tolerancia-alta,T-B-946,946,233619,..\instances\tolerancia-alta\T-B-946.txt
tolerancia-alta,T-B-947,947,233152,..\instances\tolerancia-alta\T-B-947.txt
tolerancia-alta,T-B-948,948,240338,..\instances\tolerancia-alta\T-B-948.txt
tolerancia-alta,T-B-949,949,238823,..\instances\tolerancia-alta\T-B-949.txt
tolerancia-alta,T-B-950,950,240256,..\instances\tolerancia-alta\T-B-950.txt
tolerancia-alta,T-B-951,951,240339,..\instances\tolerancia-alta\T-B-951.txt
tolerancia-alta,T-B-952,952,240685,..\instances\tolerancia-alta\T-B-952.txt
tolerancia-alta,T-B-953,953,238808,..\instances\tolerancia-alta\T-B-953.txt
tolerancia-alta,T-B-954,954,235031,..\instances\tolerancia-alta\T-B-954.txt
tolerancia-alta,T-B-955,955,234777,..\instances\tolerancia-alta\T-B-955.txt
tolerancia-alta,T-B-956,956,231484,..\instances\tolerancia-alta\T-B-956.txt
tolerancia-alta,T-B-957,957,244487,..\instances\tolerancia-alta\T-B-957.txt
tolerancia-alta,T-B-958,958,238707,..\instances\tolerancia-alta\T-B-958.txt
tolerancia-alta,T-B-959,959,235789,..\instances\tolerancia-alta\T-B-959.txt
tolerancia-alta,T-B-960,960,240917,..\instances\tolerancia-alta\T-B-960.txt
tolerancia-alta,T-B-961,961,247914,..\instances\tolerancia-alta\T-B-961.txt
tolerancia-alta,T-B-962,962,238830,..\instances\tolerancia-alta\T-B-962.txt
tolerancia-alta,T-B-963,963,240765,..\instances\tolerancia-alta\T-B-963.txt
tolerancia-alta,T-B-964,964,237772,..\instances\tolerancia-alta\T-B-964.txt
tolerancia-alta,T-B-965,965,242129,..\instances\tolerancia-alta\T-B-965.txt
tolerancia-alta,T-B-966,966,240510,..\instances\tolerancia-alta\T-B-966.txt
tolerancia-alta,T-B-967,967,243115,..\instances\tolerancia-alta\T-B-967.txt
tolerancia-alta,T-B-968,968,246496,..\instances\tolerancia-alta\T-B-968.txt
tolerancia-alta,T-B-969,969,238585,..\instances\tolerancia-alta\T-B-969.txt
tolerancia-alta,T-B-970,970,240526,..\instances\tolerancia-alta\T-B-970.txt
tolerancia-alta,T-B-971,971,238816,..\instances\tolerancia-alta\T-B-971.txt
tolerancia-alta,T-B-972,972,242037,..\instances\tolerancia-alta\T-B-972.txt
tolerancia-alta,T-B-973,973,248129,..\instances\tolerancia-alta\T-B-973.txt
tolerancia-alta,T-B-974,974,245719,..\instances\tolerancia-alta\T-B-974.txt
