dataset,instancia,negocios,C,archivo
tolerancia-baja,T-B-665,665,501,..\instances\tolerancia-baja\T-B-665.txt
tolerancia-baja,T-B-666,666,503,..\instances\tolerancia-baja\T-B-666.txt
tolerancia-baja,T-B-667,667,514,..\instances\tolerancia-baja\T-B-667.txt
tolerancia-baja,T-B-668,668,510,..\instances\tolerancia-baja\T-B-668.txt
tolerancia-baja,T-B-669,669,487,..\instances\tolerancia-baja\T-B-669.txt
tolerancia-baja,T-B-670,670,509,..\instances\tolerancia-baja\T-B-670.txt
tolerancia-baja,T-B-671,671,507,..\instances\tolerancia-baja\T-B-671.txt
tolerancia-baja,T-B-672,672,490,..\instances\tolerancia-baja\T-B-672.txt
tolerancia-baja,T-B-673,673,495,..\instances\tolerancia-baja\T-B-673.txt
tolerancia-baja,T-B-674,674,503,..\instances\tolerancia-baja\T-B-674.txt
tolerancia-baja,T-B-675,675,506,..\instances\tolerancia-baja\T-B-675.txt
tolerancia-baja,T-B-676,676,510,..\instances\tolerancia-baja\T-B-676.txt
tolerancia-baja,T-B-677,677,507,..\instances\tolerancia-baja\T-B-677.txt
tolerancia-baja,T-B-678,678,512,..\instances\tolerancia-baja\T-B-678.txt
tolerancia-baja,T-B-679,679,506,..\instances\tolerancia-baja\T-B-679.txt
tolerancia-baja,T-B-680,680,495,..\instances\tolerancia-baja\T-B-680.txt
tolerancia-baja,T-B-681,681,510,..\instances\tolerancia-baja\T-B-681.txt
tolerancia-baja,T-B-682,682,510,..\instances\tolerancia-baja\T-B-682.txt
tolerancia-baja,T-B-683,683,509,..\instances\tolerancia-baja\T-B-683.txt
tolerancia-baja,T-B-684,684,510,..\instances\tolerancia-baja\T-B-684.txt
tolerancia-baja,T-B-685,685,489,..\instances\tolerancia-baja\T-B-685.txt
tolerancia-baja,T-B-686,686,492,..\instances\tolerancia-baja\T-B-686.txt
tolerancia-baja,T-B-687,687,515,..\instances\tolerancia-baja\T-B-687.txt
tolerancia-baja,T-B-688,688,505,..\instances\tolerancia-baja\T-B-688.txt
tolerancia-baja,T-B-689,689,499,..\instances\tolerancia-baja\T-B-689.txt
tolerancia-baja,T-B-690,690,498,..\instances\tolerancia-baja\T-B-690.txt
tolerancia-baja,T-B-691,691,495,..\instances\tolerancia-baja\T-B-691.txt
tolerancia-baja,T-B-692,692,495,..\instances\tolerancia-baja\T-B-692.txt
tolerancia-baja,T-B-693,693,488,..\instances\tolerancia-baja\T-B-693.txt
tolerancia-baja,T-B-694,694,493,..\instances\tolerancia-baja\T-B-694.txt
tolerancia-baja,T-B-695,695,508,..\instances\tolerancia-baja\T-B-695.txt
tolerancia-baja,T-B-696,696,491,..\instances\tolerancia-baja\T-B-696.txt
tolerancia-baja,T-B-697,697,506,..\instances\tolerancia-baja\T-B-697.txt
tolerancia-baja,T-B-698,698,507,..\instances\tolerancia-baja\T-B-698.txt
tolerancia-baja,T-B-699,699,504,..\instances\tolerancia-baja\T-B-699.txt
tolerancia-baja,T-B-700,700,506,..\instances\tolerancia-baja\T-B-700.txt
tolerancia-baja,T-B-701,701,504,..\instances\tolerancia-baja\T-B-701.txt
tolerancia-baja,T-B-702,702,510,..\instances\tolerancia-baja\T-B-702.txt
tolerancia-baja,T-B-703,703,511,..\instances\tolerancia-baja\T-B-703.txt
tolerancia-baja,T-B-704,704,501,..\instances\tolerancia-baja\T-B-704.txt
tolerancia-baja,T-B-705,705,486,..\instances\tolerancia-baja\T-B-705.txt
tolerancia-baja,T-B-706,706,507,..\instances\tolerancia-baja\T-B-706.txt
tolerancia-baja,T-B-707,707,508,..\instances\tolerancia-baja\T-B-707.txt
tolerancia-baja,T-B-708,708,506,..\instances\tolerancia-baja\T-B-708.txt
tolerancia-baja,T-B-709,709,519,..\instances\tolerancia-baja\T-B-709.txt
tolerancia-baja,T-B-710,710,497,..\instances\tolerancia-baja\T-B-710.txt
tolerancia-baja,T-B-711,711,505,..\instances\tolerancia-baja\T-B-711.txt
tolerancia-baja,T-B-712,712,496,..\instances\tolerancia-baja\T-B-712.txt
tolerancia-baja,T-B-713,713,500,..\instances\tolerancia-baja\T-B-713.txt
tolerancia-baja,T-B-714,714,502,..\instances\tolerancia-baja\T-B-714.txt
tolerancia-baja,T-B-715,715,489,..\instances\tolerancia-baja\T-B-715.txt
tolerancia-baja,T-B-716,716,493,..\instances\tolerancia-baja\T-B-716.txt
tolerancia-baja,T-B-717,717,497,..\instances\tolerancia-baja\T-B-717.txt
tolerancia-baja,T-B-718,718,501,..\instances\tolerancia-baja\T-B-718.txt
tolerancia-baja,T-B-719,719,489,..\instances\tolerancia-baja\T-B-719.txt
tolerancia-baja,T-B-720,720,484,..\instances\tolerancia-baja\T-B-720.txt
tolerancia-baja,T-B-721,721,495,..\instances\tolerancia-baja\T-B-721.txt
tolerancia-baja,T-B-722,722,504,..\instances\tolerancia-baja\T-B-722.txt
tolerancia-baja,T-B-723,723,488,..\instances\tolerancia-baja\T-B-723.txt
tolerancia-baja,T-B-724,724,507,..\instances\tolerancia-baja\T-B-724.txt
tolerancia-baja,T-B-725,725,500,..\instances\tolerancia-baja\T-B-725.txt
tolerancia-baja,T-B-726,726,503,..\instances\tolerancia-baja\T-B-726.txt
tolerancia-baja,T-B-727,727,501,..\instances\tolerancia-baja\T-B-727.txt
tolerancia-baja,T-B-728,728,501,..\instances\tolerancia-baja\T-B-728.txt
tolerancia-baja,T-B-729,729,509,..\instances\tolerancia-baja\T-B-729.txt
tolerancia-baja,T-B-730,730,495,..\instances\tolerancia-baja\T-B-730.txt
tolerancia-baja,T-B-731,731,495,..\instances\tolerancia-baja\T-B-731.txt
tolerancia-baja,T-B-732,732,512,..\instances\tolerancia-baja\T-B-732.txt
tolerancia-baja,T-B-733,733,499,..\instances\tolerancia-baja\T-B-733.txt
tolerancia-baja,T-B-734,734,498,..\instances\tolerancia-baja\T-B-734.txt
tolerancia-baja,T-B-735,735,508,..\instances\tolerancia-baja\T-B-735.txt
tolerancia-baja,T-B-736,736,489,..\instances\tolerancia-baja\T-B-736.txt
tolerancia-baja,T-B-737,737,499,..\instances\tolerancia-baja\T-B-737.txt
tolerancia-baja,T-B-738,738,509,..\instances\tolerancia-baja\T-B-738.txt
tolerancia-baja,T-B-739,739,495,..\instances\tolerancia-baja\T-B-739.txt
tolerancia-baja,T-B-740,740,484,..\instances\tolerancia-baja\T-B-740.txt
tolerancia-baja,T-B-741,741,517,..\instances\tolerancia-baja\T-B-741.txt
tolerancia-baja,T-B-742,742,488,..\instances\tolerancia-baja\T-B-742.txt
tolerancia-baja,T-B-743,743,503,..\instances\tolerancia-baja\T-B-743.txt
tolerancia-baja,T-B-744,744,515,..\instances\tolerancia-baja\T-B-744.txt
tolerancia-baja,T-B-745,745,485,..\instances\tolerancia-baja\T-B-745.txt
tolerancia-baja,T-B-746,746,497,..\instances\tolerancia-baja\T-B-746.txt
tolerancia-baja,T-B-747,747,502,..\instances\tolerancia-baja\T-B-747.txt
tolerancia-baja,T-B-748,748,499,..\instances\tolerancia-baja\T-B-748.txt
tolerancia-baja,T-B-749,749,505,..\instances\tolerancia-baja\T-B-749.txt
tolerancia-baja,T-B-750,750,507,..\instances\tolerancia-baja\T-B-750.txt
tolerancia-baja,T-B-751,751,504,..\instances\tolerancia-baja\T-B-751.txt
tolerancia-baja,T-B-752,752,490,..\instances\tolerancia-baja\T-B-752.txt
tolerancia-baja,T-B-753,753,490,..\instances\tolerancia-baja\T-B-753.txt
tolerancia-baja,T-B-754,754,503,..\instances\tolerancia-baja\T-B-754.txt
tolerancia-baja,T-B-755,755,514,..\instances\tolerancia-baja\T-B-755.txt
tolerancia-baja,T-B-756,756,508,..\instances\tolerancia-baja\T-B-756.txt
tolerancia-baja,T-B-757,757,498,..\instances\tolerancia-baja\T-B-757.txt
tolerancia-baja,T-B-758,758,486,..\instances\tolerancia-baja\T-B-758.txt
tolerancia-baja,T-B-759,759,499,..\instances\tolerancia-baja\T-B-759.txt
tolerancia-baja,T-B-760,760,502,..\instances\tolerancia-baja\T-B-760.txt
tolerancia-baja,T-B-761,761,500,..\instances\tolerancia-baja\T-B-761.txt
tolerancia-baja,T-B-762,762,496,..\instances\tolerancia-baja\T-B-762.txt
tolerancia-baja,T-B-763,763,506,..\instances\tolerancia-baja\T-B-763.txt
tolerancia-baja,T-B-764,764,505,..\instances\tolerancia-baja\T-B-764.txt
tolerancia-baja,T-B-765,765,494,..\instances\tolerancia-baja\T-B-765.txt
tolerancia-baja,T-B-766,766,490,..\instances\tolerancia-baja\T-B-766.txt
tolerancia-baja,T-B-767,767,501,..\instances\tolerancia-baja\T-B-767.txt
tolerancia-baja,T-B-768,768,507,..\instances\tolerancia-baja\T-B-768.txt
tolerancia-baja,T-B-769,769,516,..\instances\tolerancia-baja\T-B-769.txt
tolerancia-baja,T-B-770,770,509,..\instances\tolerancia-baja\T-B-770.txt
tolerancia-baja,T-B-771,771,510,..\instances\tolerancia-baja\T-B-771.txt
tolerancia-baja,T-B-772,772,502,..\instances\tolerancia-baja\T-B-772.txt
tolerancia-baja,T-B-773,773,493,..\instances\tolerancia-baja\T-B-773.txt
tolerancia-baja,T-B-774,774,506,..\instances\tolerancia-baja\T-B-774.txt
tolerancia-baja,T-B-775,775,503,..\instances\tolerancia-baja\T-B-775.txt
tolerancia-baja,T-B-776,776,497,..\instances\tolerancia-baja\T-B-776.txt
tolerancia-baja,T-B-777,777,505,..\instances\tolerancia-baja\T-B-777.txt
tolerancia-baja,T-B-778,778,499,..\instances\tolerancia-baja\T-B-778.txt
tolerancia-baja,T-B-779,779,500,..\instances\tolerancia-baja\T-B-779.txt
tolerancia-baja,T-B-780,780,503,..\instances\tolerancia-baja\T-B-780.txt
tolerancia-baja,T-B-781,781,513,..\instances\tolerancia-baja\T-B-781.txt
tolerancia-baja,T-B-782,782,500,..\instances\tolerancia-baja\T-B-782.txt
tolerancia-baja,T-B-783,783,497,..\instances\tolerancia-baja\T-B-783.txt
tolerancia-baja,T-B-784,784,484,..\instances\tolerancia-baja\T-B-784.txt
tolerancia-baja,T-B-785,785,510,..\instances\tolerancia-baja\T-B-785.txt
tolerancia-baja,T-B-786,786,489,..\instances\tolerancia-baja\T-B-786.txt
tolerancia-baja,T-B-787,787,510,..\instances\tolerancia-baja\T-B-787.txt
tolerancia-baja,T-B-788,788,501,..\instances\tolerancia-baja\T-B-788.txt
tolerancia-baja,T-B-789,789,503,..\instances\tolerancia-baja\T-B-789.txt
tolerancia-baja,T-B-790,790,513,..\instances\tolerancia-baja\T-B-790.txt
tolerancia-baja,T-B-791,791,491,..\instances\tolerancia-baja\T-B-791.txt
tolerancia-baja,T-B-792,792,500,..\instances\tolerancia-baja\T-B-792.txt
tolerancia-baja,T-B-793,793,493,..\instances\tolerancia-baja\T-B-793.txt
tolerancia-baja,T-B-794,794,499,..\instances\tolerancia-baja\T-B-794.txt
tolerancia-baja,T-B-795,795,505,..\instances\tolerancia-baja\T-B-795.txt
tolerancia-baja,T-B-796,796,499,..\instances\tolerancia-baja\T-B-796.txt
tolerancia-baja,T-B-797,797,506,..\instances\tolerancia-baja\T-B-797.txt
tolerancia-baja,T-B-798,798,507,..\instances\tolerancia-baja\T-B-798.txt
tolerancia-baja,T-B-799,799,501,..\instances\tolerancia-baja\T-B-799.txt
tolerancia-baja,T-B-800,800,498,..\instances\tolerancia-baja\T-B-800.txt
tolerancia-baja,T-B-801,801,493,..\instances\tolerancia-baja\T-B-801.txt
tolerancia-baja,T-B-802,802,494,..\instances\tolerancia-baja\T-B-802.txt
tolerancia-baja,T-B-803,803,509,..\instances\tolerancia-baja\T-B-803.txt
tolerancia-baja,T-B-804,804,508,..\instances\tolerancia-baja\T-B-804.txt
tolerancia-baja,T-B-805,805,491,..\instances\tolerancia-baja\T-B-805.txt
tolerancia-baja,T-B-806,806,509,..\instances\tolerancia-baja\T-B-806.txt
tolerancia-baja,T-B-807,807,504,..\instances\tolerancia-baja\T-B-807.txt
tolerancia-baja,T-B-808,808,497,..\instances\tolerancia-baja\T-B-808.txt
tolerancia-baja,T-B-809,809,503,..\instances\tolerancia-baja\T-B-809.txt
tolerancia-baja,T-B-810,810,500,..\instances\tolerancia-baja\T-B-810.txt
tolerancia-baja,T-B-811,811,500,..\instances\tolerancia-baja\T-B-811.txt
tolerancia-baja,T-B-812,812,510,..\instances\tolerancia-baja\T-B-812.txt
tolerancia-baja,T-B-813,813,499,..\instances\tolerancia-baja\T-B-813.txt
tolerancia-baja,T-B-814,814,495,..\instances\tolerancia-baja\T-B-814.txt
tolerancia-baja,T-B-815,815,489,..\instances\tolerancia-baja\T-B-815.txt
tolerancia-baja,T-B-816,816,517,..\instances\tolerancia-baja\T-B-816.txt
tolerancia-baja,T-B-817,817,492,..\instances\tolerancia-baja\T-B-817.txt
tolerancia-baja,T-B-818,818,506,..\instances\tolerancia-baja\T-B-818.txt
tolerancia-baja,T-B-819,819,490,..\instances\tolerancia-baja\T-B-819.txt
tolerancia-baja,T-B-820,820,495,..\instances\tolerancia-baja\T-B-820.txt
tolerancia-baja,T-B-821,821,498,..\instances\tolerancia-baja\T-B-821.txt
tolerancia-baja,T-B-822,822,503,..\instances\tolerancia-baja\T-B-822.txt
tolerancia-baja,T-B-823,823,497,..\instances\tolerancia-baja\T-B-823.txt
tolerancia-baja,T-B-824,824,498,..\instances\tolerancia-baja\T-B-824.txt
tolerancia-baja,T-B-825,825,501,..\instances\tolerancia-baja\T-B-825.txt
tolerancia-baja,T-B-826,826,505,..\instances\tolerancia-baja\T-B-826.txt
tolerancia-baja,T-B-827,827,504,..\instances\tolerancia-baja\T-B-827.txt
tolerancia-baja,T-B-828,828,491,..\instances\tolerancia-baja\T-B-828.txt
tolerancia-baja,T-B-829,829,514,..\instances\tolerancia-baja\T-B-829.txt
tolerancia-baja,T-B-830,830,490,..\instances\tolerancia-baja\T-B-830.txt
tolerancia-baja,T-B-831,831,505,..\instances\tolerancia-baja\T-B-831.txt
tolerancia-baja,T-B-832,832,509,..\instances\tolerancia-baja\T-B-832.txt
tolerancia-baja,T-B-833,833,505,..\instances\tolerancia-baja\T-B-833.txt
tolerancia-baja,T-B-834,834,498,..\instances\tolerancia-baja\T-B-834.txt
tolerancia-baja,T-B-835,835,504,..\instances\tolerancia-baja\T-B-835.txt
tolerancia-baja,T-B-836,836,496,..\instances\tolerancia-baja\T-B-836.txt
tolerancia-baja,T-B-837,837,494,..\instances\tolerancia-baja\T-B-837.txt
tolerancia-baja,T-B-838,838,488,..\instances\tolerancia-baja\T-B-838.txt
tolerancia-baja,T-B-839,839,503,..\instances\tolerancia-baja\T-B-839.txt
tolerancia-baja,T-B-840,840,508,..\instances\tolerancia-baja\T-B-840.txt
tolerancia-baja,T-B-841,841,512,..\instances\tolerancia-baja\T-B-841.txt
tolerancia-baja,T-B-842,842,492,..\instances\tolerancia-baja\T-B-842.txt
tolerancia-baja,T-B-843,843,502,..\instances\tolerancia-baja\T-B-843.txt
tolerancia-baja,T-B-844,844,511,..\instances\tolerancia-baja\T-B-844.txt
tolerancia-baja,T-B-845,845,505,..\instances\tolerancia-baja\T-B-845.txt
tolerancia-baja,T-B-846,846,497,..\instances\tolerancia-baja\T-B-846.txt
tolerancia-baja,T-B-847,847,497,..\instances\tolerancia-baja\T-B-847.txt
tolerancia-baja,T-B-848,848,506,..\instances\tolerancia-baja\T-B-848.txt
tolerancia-baja,T-B-849,849,491,..\instances\tolerancia-baja\T-B-849.txt
tolerancia-baja,T-B-850,850,500,..\instances\tolerancia-baja\T-B-850.txt
tolerancia-baja,T-B-851,851,514,..\instances\tolerancia-baja\T-B-851.txt
tolerancia-baja,T-B-852,852,495,..\instances\tolerancia-baja\T-B-852.txt
tolerancia-baja,T-B-853,853,498,..\instances\tolerancia-baja\T-B-853.txt
tolerancia-baja,T-B-854,854,505,..\instances\tolerancia-baja\T-B-854.txt
tolerancia-baja,T-B-855,855,498,..\instances\tolerancia-baja\T-B-855.txt
tolerancia-baja,T-B-856,856,496,..\instances\tolerancia-baja\T-B-856.txt
tolerancia-baja,T-B-857,857,504,..\instances\tolerancia-baja\T-B-857.txt
tolerancia-baja,T-B-858,858,507,..\instances\tolerancia-baja\T-B-858.txt
tolerancia-baja,T-B-859,859,497,..\instances\tolerancia-baja\T-B-859.txt
tolerancia-baja,T-B-860,860,499,..\instances\tolerancia-baja\T-B-860.txt
tolerancia-baja,T-B-861,861,518,..\instances\tolerancia-baja\T-B-861.txt
tolerancia-baja,T-B-862,862,501,..\instances\tolerancia-baja\T-B-862.txt
tolerancia-baja,T-B-863,863,487,..\instances\tolerancia-baja\T-B-863.txt
tolerancia-baja,T-B-864,864,507,..\instances\tolerancia-baja\T-B-864.txt
tolerancia-baja,T-B-865,865,490,..\instances\tolerancia-baja\T-B-865.txt
tolerancia-baja,T-B-866,866,494,..\instances\tolerancia-baja\T-B-866.txt
tolerancia-baja,T-B-867,867,498,..\instances\tolerancia-baja\T-B-867.txt
tolerancia-baja,T-B-868,868,493,..\instances\tolerancia-baja\T-B-868.txt
tolerancia-baja,T-B-869,869,498,..\instances\tolerancia-baja\T-B-869.txt
tolerancia-baja,T-B-870,870,494,..\instances\tolerancia-baja\T-B-870.txt
tolerancia-baja,T-B-871,871,499,..\instances\tolerancia-baja\T-B-871.txt
tolerancia-baja,T-B-872,872,500,..\instances\tolerancia-baja\T-B-872.txt
tolerancia-baja,T-B-873,873,497,..\instances\tolerancia-baja\T-B-873.txt
tolerancia-baja,T-B-874,874,509,..\instances\tolerancia-baja\T-B-874.txt
tolerancia-baja,T-B-875,875,507,..\instances\tolerancia-baja\T-B-875.txt
tolerancia-baja,T-B-876,876,507,..\instances\tolerancia-baja\T-B-876.txt
tolerancia-baja,T-B-877,877,501,..\instances\tolerancia-baja\T-B-877.txt
tolerancia-baja,T-B-878,878,509,..\instances\tolerancia-baja\T-B-878.txt
tolerancia-baja,T-B-879,879,509,..\instances\tolerancia-baja\T-B-879.txt
tolerancia-baja,T-B-880,880,500,..\instances\tolerancia-baja\T-B-880.txt
tolerancia-baja,T-B-881,881,497,..\instances\tolerancia-baja\T-B-881.txt
tolerancia-baja,T-B-882,882,508,..\instances\tolerancia-baja\T-B-882.txt
tolerancia-baja,T-B-883,883,505,..\instances\tolerancia-baja\T-B-883.txt
tolerancia-baja,T-B-884,884,499,..\instances\tolerancia-baja\T-B-884.txt
tolerancia-baja,T-B-885,885,496,..\instances\tolerancia-baja\T-B-885.txt
tolerancia-baja,T-B-886,886,499,..\instances\tolerancia-baja\T-B-886.txt
tolerancia-baja,T-B-887,887,503,..\instances\tolerancia-baja\T-B-887.txt
tolerancia-baja,T-B-888,888,488,..\instances\tolerancia-baja\T-B-888.txt
tolerancia-baja,T-B-889,889,507,..\instances\tolerancia-baja\T-B-889.txt
tolerancia-baja,T-B-890,890,506,..\instances\tolerancia-baja\T-B-890.txt
tolerancia-baja,T-B-891,891,501,..\instances\tolerancia-baja\T-B-891.txt
tolerancia-baja,T-B-892,892,493,..\instances\tolerancia-baja\T-B-892.txt
tolerancia-baja,T-B-893,893,502,..\instances\tolerancia-baja\T-B-893.txt
tolerancia-baja,T-B-894,894,499,..\instances\tolerancia-baja\T-B-894.txt
tolerancia-baja,T-B-895,895,504,..\instances\tolerancia-baja\T-B-895.txt
tolerancia-baja,T-B-896,896,508,..\instances\tolerancia-baja\T-B-896.txt
tolerancia-baja,T-B-897,897,506,..\instances\tolerancia-baja\T-B-897.txt
tolerancia-baja,T-B-898,898,500,..\instances\tolerancia-baja\T-B-898.txt
tolerancia-baja,T-B-899,899,509,..\instances\tolerancia-baja\T-B-899.txt
tolerancia-baja,T-B-900,900,489,..\instances\tolerancia-baja\T-B-900.txt
tolerancia-baja,T-B-901,901,488,..\instances\tolerancia-baja\T-B-901.txt
tolerancia-baja,T-B-902,902,499,..\instances\tolerancia-baja\T-B-902.txt
tolerancia-baja,T-B-903,903,510,..\instances\tolerancia-baja\T-B-903.txt
tolerancia-baja,T-B-904,904,494,..\instances\tolerancia-baja\T-B-904.txt
tolerancia-baja,T-B-905,905,502,..\instances\tolerancia-baja\T-B-905.txt
tolerancia-baja,T-B-906,906,505,..\instances\tolerancia-baja\T-B-906.txt
tolerancia-baja,T-B-907,907,501,..\instances\tolerancia-baja\T-B-907.txt
tolerancia-baja,T-B-908,908,493,..\instances\tolerancia-baja\T-B-908.txt
tolerancia-baja,T-B-909,909,495,..\instances\tolerancia-baja\T-B-909.txt
tolerancia-baja,T-B-910,910,503,..\instances\tolerancia-baja\T-B-910.txt
tolerancia-baja,T-B-911,911,497,..\instances\tolerancia-baja\T-B-911.txt
tolerancia-baja,T-B-912,912,500,..\instances\tolerancia-baja\T-B-912.txt
tolerancia-baja,T-B-913,913,495,..\instances\tolerancia-baja\T-B-913.txt
tolerancia-baja,T-B-914,914,503,..\instances\tolerancia-baja\T-B-914.txt
tolerancia-baja,T-B-915,915,505,..\instances\tolerancia-baja\T-B-915.txt
tolerancia-baja,T-B-916,916,513,..\instances\tolerancia-baja\T-B-916.txt
tolerancia-baja,T-B-917,917,502,..\instances\tolerancia-baja\T-B-917.txt
tolerancia-baja,T-B-918,918,499,..\instances\tolerancia-baja\T-B-918.txt
tolerancia-baja,T-B-919,919,496,..\instances\tolerancia-baja\T-B-919.txt
tolerancia-baja,T-B-920,920,500,..\instances\tolerancia-baja\T-B-920.txt
tolerancia-baja,T-B-921,921,490,..\instances\tolerancia-baja\T-B-921.txt
tolerancia-baja,T-B-922,922,495,..\instances\tolerancia-baja\T-B-922.txt
tolerancia-baja,T-B-923,923,499,..\instances\tolerancia-baja\T-B-923.txt
tolerancia-baja,T-B-924,924,496,..\instances\tolerancia-baja\T-B-924.txt
tolerancia-baja,T-B-925,925,501,..\instances\tolerancia-baja\T-B-925.txt
tolerancia-baja,T-B-926,926,504,..\instances\tolerancia-baja\T-B-926.txt
tolerancia-baja,T-B-927,927,506,..\instances\tolerancia-baja\T-B-927.txt
tolerancia-baja,T-B-928,928,504,..\instances\tolerancia-baja\T-B-928.txt
tolerancia-baja,T-B-929,929,493,..\instances\tolerancia-baja\T-B-929.txt
tolerancia-baja,T-B-930,930,507,..\instances\tolerancia-baja\T-B-930.txt
tolerancia-baja,T-B-931,931,495,..\instances\tolerancia-baja\T-B-931.txt
tolerancia-baja,T-B-932,932,500,..\instances\tolerancia-baja\T-B-932.txt
tolerancia-baja,T-B-933,933,499,..\instances\tolerancia-baja\T-B-933.txt
tolerancia-baja,T-B-934,934,512,..\instances\tolerancia-baja\T-B-934.txt
tolerancia-baja,T-B-935,935,506,..\instances\tolerancia-baja\T-B-935.txt
tolerancia-baja,T-B-936,936,494,..\instances\tolerancia-baja\T-B-936.txt
tolerancia-baja,T-B-937,937,508,..\instances\tolerancia-baja\T-B-937.txt
tolerancia-baja,T-B-938,938,499,..\instances\tolerancia-baja\T-B-938.txt
tolerancia-baja,T-B-939,939,494,..\instances\tolerancia-baja\T-B-939.txt
tolerancia-baja,T-B-940,940,493,..\instances\tolerancia-baja\T-B-940.txt
tolerancia-baja,T-B-941,941,490,..\instances\tolerancia-baja\T-B-941.txt
tolerancia-baja,T-B-942,942,505,..\instances\tolerancia-baja\T-B-942.txt
tolerancia-baja,T-B-943,943,504,..\instances\tolerancia-baja\T-B-943.txt
tolerancia-baja,T-B-944,944,503,..\instances\tolerancia-baja\T-B-944.txt
tolerancia-baja,T-B-945,945,486,..\instances\tolerancia-baja\T-B-945.txt
tolerancia-baja,T-B-946,946,500,..\instances\tolerancia-baja\T-B-946.txt
tolerancia-baja,T-B-947,947,500,..\instances\tolerancia-baja\T-B-947.txt
tolerancia-baja,T-B-948,948,513,..\instances\tolerancia-baja\T-B-948.txt
tolerancia-baja,T-B-949,949,500,..\instances\tolerancia-baja\T-B-949.txt
tolerancia-baja,T-B-950,950,502,..\instances\tolerancia-baja\T-B-950.txt
tolerancia-baja,T-B-951,951,498,..\instances\tolerancia-baja\T-B-951.txt
tolerancia-baja,T-B-952,952,497,..\instances\tolerancia-baja\T-B-952.txt
tolerancia-baja,T-B-953,953,497,..\instances\tolerancia-baja\T-B-953.txt
tolerancia-baja,T-B-954,954,499,..\instances\tolerancia-baja\T-B-954.txt
tolerancia-baja,T-B-955,955,498,..\instances\tolerancia-baja\T-B-955.txt
tolerancia-baja,T-B-956,956,507,..\instances\tolerancia-baja\T-B-956.txt
tolerancia-baja,T-B-957,957,504,..\instances\tolerancia-baja\T-B-957.txt
tolerancia-baja,T-B-958,958,499,..\instances\tolerancia-baja\T-B-958.txt
tolerancia-baja,T-B-959,959,505,..\instances\tolerancia-baja\T-B-959.txt
tolerancia-baja,T-B-960,960,500,..\instances\tolerancia-baja\T-B-960.txt
tolerancia-baja,T-B-961,961,509,..\instances\tolerancia-baja\T-B-961.txt
tolerancia-baja,T-B-962,962,498,..\instances\tolerancia-baja\T-B-962.txt
tolerancia-baja,T-B-963,963,498,..\instances\tolerancia-baja\T-B-963.txt
tolerancia-baja,T-B-964,964,507,..\instances\tolerancia-baja\T-B-964.txt
tolerancia-baja,T-B-965,965,504,..\instances\tolerancia-baja\T-B-965.txt
tolerancia-baja,T-B-966,966,501,..\instances\tolerancia-baja\T-B-966.txt
tolerancia-baja,T-B-967,967,506,..\instances\tolerancia-baja\T-B-967.txt
tolerancia-baja,T-B-968,968,500,..\instances\tolerancia-baja\T-B-968.txt
tolerancia-baja,T-B-969,969,504,..\instances\tolerancia-baja\T-B-969.txt
tolerancia-baja,T-B-970,970,507,..\instances\tolerancia-baja\T-B-970.txt
tolerancia-baja,T-B-971,971,505,..\instances\tolerancia-baja\T-B-971.txt
tolerancia-baja,T-B-972,972,496,..\instances\tolerancia-baja\T-B-972.txt
tolerancia-baja,T-B-973,973,497,..\instances\tolerancia-baja\T-B-973.txt
tolerancia-baja,T-B-974,974,502,..\instances\tolerancia-baja\T-B-974.txt
tolerancia-baja,T-B-975,975,497,..\instances\tolerancia-baja\T-B-975.txt
tolerancia-baja,T-B-976,976,505,..\instances\tolerancia-baja\T-B-976.txt
tolerancia-baja,T-B-977,977,499,..\instances\tolerancia-baja\T-B-977.txt
tolerancia-baja,T-B-978,978,495,..\instances\tolerancia-baja\T-B-978.txt
tolerancia-baja,T-B-979,979,499,..\instances\tolerancia-baja\T-B-979.txt
tolerancia-baja,T-B-980,980,500,..\instances\tolerancia-baja\T-B-980.txt
tolerancia-baja,T-B-981,981,496,..\instances\tolerancia-baja\T-B-981.txt
tolerancia-baja,T-B-982,982,502,..\instances\tolerancia-baja\T-B-982.txt
tolerancia-baja,T-B-983,983,498,..\instances\tolerancia-baja\T-B-983.txt
tolerancia-baja,T-B-984,984,509,..\instances\tolerancia-baja\T-B-984.txt
tolerancia-baja,T-B-985,985,511,..\instances\tolerancia-baja\T-B-985.txt
tolerancia-baja,T-B-986,986,496,..\instances\tolerancia-baja\T-B-986.txt
tolerancia-baja,T-B-987,987,509,..\instances\tolerancia-baja\T-B-987.txt
tolerancia-baja,T-B-988,988,502,..\instances\tolerancia-baja\T-B-988.txt
tolerancia-baja,T-B-989,989,504,..\instances\tolerancia-baja\T-B-989.txt
tolerancia-baja,T-B-990,990,503,..\instances\tolerancia-baja\T-B-990.txt
tolerancia-baja,T-B-991,991,492,..\instances\tolerancia-baja\T-B-991.txt
tolerancia-baja,T-B-992,992,499,..\instances\tolerancia-baja\T-B-992.txt
tolerancia-baja,T-B-993,993,501,..\instances\tolerancia-baja\T-B-993.txt
tolerancia-baja,T-B-994,994,495,..\instances\tolerancia-baja\T-B-994.txt
tolerancia-baja,T-B-995,995,502,..\instances\tolerancia-baja\T-B-995.txt
tolerancia-baja,T-B-996,996,502,..\instances\tolerancia-baja\T-B-996.txt
