dataset,instancia,negocios,C,i,archivo
BT-peor-fact,BT-P-F-482-1-482,482,482,1,..\instances\BT-peor-fact\BT-P-F-482-1-482.txt
BT-peor-fact,BT-P-F-483-1-483,483,483,1,..\instances\BT-peor-fact\BT-P-F-483-1-483.txt
BT-peor-fact,BT-P-F-484-1-484,484,484,1,..\instances\BT-peor-fact\BT-P-F-484-1-484.txt
BT-peor-fact,BT-P-F-485-1-485,485,485,1,..\instances\BT-peor-fact\BT-P-F-485-1-485.txt
BT-peor-fact,BT-P-F-486-1-486,486,486,1,..\instances\BT-peor-fact\BT-P-F-486-1-486.txt
BT-peor-fact,BT-P-F-487-1-487,487,487,1,..\instances\BT-peor-fact\BT-P-F-487-1-487.txt
BT-peor-fact,BT-P-F-488-1-488,488,488,1,..\instances\BT-peor-fact\BT-P-F-488-1-488.txt
BT-peor-fact,BT-P-F-489-1-489,489,489,1,..\instances\BT-peor-fact\BT-P-F-489-1-489.txt
BT-peor-fact,BT-P-F-490-1-490,490,490,1,..\instances\BT-peor-fact\BT-P-F-490-1-490.txt
BT-peor-fact,BT-P-F-491-1-491,491,491,1,..\instances\BT-peor-fact\BT-P-F-491-1-491.txt
BT-peor-fact,BT-P-F-492-1-492,492,492,1,..\instances\BT-peor-fact\BT-P-F-492-1-492.txt
BT-peor-fact,BT-P-F-493-1-493,493,493,1,..\instances\BT-peor-fact\BT-P-F-493-1-493.txt
BT-peor-fact,BT-P-F-494-1-494,494,494,1,..\instances\BT-peor-fact\BT-P-F-494-1-494.txt
BT-peor-fact,BT-P-F-495-1-495,495,495,1,..\instances\BT-peor-fact\BT-P-F-495-1-495.txt
BT-peor-fact,BT-P-F-496-1-496,496,496,1,..\instances\BT-peor-fact\BT-P-F-496-1-496.txt
BT-peor-fact,BT-P-F-497-1-497,497,497,1,..\instances\BT-peor-fact\BT-P-F-497-1-497.txt
BT-peor-fact,BT-P-F-498-1-498,498,498,1,..\instances\BT-peor-fact\BT-P-F-498-1-498.txt
BT-peor-fact,BT-P-F-499-1-499,499,499,1,..\instances\BT-peor-fact\BT-P-F-499-1-499.txt
BT-peor-fact,BT-P-F-500-1-500,500,500,1,..\instances\BT-peor-fact\BT-P-F-500-1-500.txt
BT-peor-fact,BT-P-F-501-1-501,501,501,1,..\instances\BT-peor-fact\BT-P-F-501-1-501.txt
BT-peor-fact,BT-P-F-502-1-502,502,502,1,..\instances\BT-peor-fact\BT-P-F-502-1-502.txt
BT-peor-fact,BT-P-F-503-1-503,503,503,1,..\instances\BT-peor-fact\BT-P-F-503-1-503.txt
BT-peor-fact,BT-P-F-504-1-504,504,504,1,..\instances\BT-peor-fact\BT-P-F-504-1-504.txt
BT-peor-fact,BT-P-F-505-1-505,505,505,1,..\instances\BT-peor-fact\BT-P-F-505-1-505.txt
BT-peor-fact,BT-P-F-506-1-506,506,506,1,..\instances\BT-peor-fact\BT-P-F-506-1-506.txt
BT-peor-fact,BT-P-F-507-1-507,507,507,1,..\instances\BT-peor-fact\BT-P-F-507-1-507.txt
BT-peor-fact,BT-P-F-508-1-508,508,508,1,..\instances\BT-peor-fact\BT-P-F-508-1-508.txt
BT-peor-fact,BT-P-F-509-1-509,509,509,1,..\instances\BT-peor-fact\BT-P-F-509-1-509.txt
BT-peor-fact,BT-P-F-510-1-510,510,510,1,..\instances\BT-peor-fact\BT-P-F-510-1-510.txt
BT-peor-fact,BT-P-F-511-1-511,511,511,1,..\instances\BT-peor-fact\BT-P-F-511-1-511.txt
BT-peor-fact,BT-P-F-512-1-512,512,512,1,..\instances\BT-peor-fact\BT-P-F-512-1-512.txt
BT-peor-fact,BT-P-F-513-1-513,513,513,1,..\instances\BT-peor-fact\BT-P-F-513-1-513.txt
BT-peor-fact,BT-P-F-514-1-514,514,514,1,..\instances\BT-peor-fact\BT-P-F-514-1-514.txt
BT-peor-fact,BT-P-F-515-1-515,515,515,1,..\instances\BT-peor-fact\BT-P-F-515-1-515.txt
BT-peor-fact,BT-P-F-516-1-516,516,516,1,..\instances\BT-peor-fact\BT-P-F-516-1-516.txt
BT-peor-fact,BT-P-F-517-1-517,517,517,1,..\instances\BT-peor-fact\BT-P-F-517-1-517.txt
BT-peor-fact,BT-P-F-518-1-518,518,518,1,..\instances\BT-peor-fact\BT-P-F-518-1-518.txt
BT-peor-fact,BT-P-F-519-1-519,519,519,1,..\instances\BT-peor-fact\BT-P-F-519-1-519.txt
BT-peor-fact,BT-P-F-520-1-520,520,520,1,..\instances\BT-peor-fact\BT-P-F-520-1-520.txt
BT-peor-fact,BT-P-F-521-1-521,521,521,1,..\instances\BT-peor-fact\BT-P-F-521-1-521.txt
BT-peor-fact,BT-P-F-522-1-522,522,522,1,..\instances\BT-peor-fact\BT-P-F-522-1-522.txt
BT-peor-fact,BT-P-F-523-1-523,523,523,1,..\instances\BT-peor-fact\BT-P-F-523-1-523.txt
BT-peor-fact,BT-P-F-524-1-524,524,524,1,..\instances\BT-peor-fact\BT-P-F-524-1-524.txt
BT-peor-fact,BT-P-F-525-1-525,525,525,1,..\instances\BT-peor-fact\BT-P-F-525-1-525.txt
BT-peor-fact,BT-P-F-526-1-526,526,526,1,..\instances\BT-peor-fact\BT-P-F-526-1-526.txt
BT-peor-fact,BT-P-F-527-1-527,527,527,1,..\instances\BT-peor-fact\BT-P-F-527-1-527.txt
BT-peor-fact,BT-P-F-528-1-528,528,528,1,..\instances\BT-peor-fact\BT-P-F-528-1-528.txt
BT-peor-fact,BT-P-F-529-1-529,529,529,1,..\instances\BT-peor-fact\BT-P-F-529-1-529.txt
BT-peor-fact,BT-P-F-530-1-530,530,530,1,..\instances\BT-peor-fact\BT-P-F-530-1-530.txt
BT-peor-fact,BT-P-F-531-1-531,531,531,1,..\instances\BT-peor-fact\BT-P-F-531-1-531.txt
BT-peor-fact,BT-P-F-532-1-532,532,532,1,..\instances\BT-peor-fact\BT-P-F-532-1-532.txt
BT-peor-fact,BT-P-F-533-1-533,533,533,1,..\instances\BT-peor-fact\BT-P-F-533-1-533.txt
BT-peor-fact,BT-P-F-534-1-534,534,534,1,..\instances\BT-peor-fact\BT-P-F-534-1-534.txt
BT-peor-fact,BT-P-F-535-1-535,535,535,1,..\instances\BT-peor-fact\BT-P-F-535-1-535.txt
BT-peor-fact,BT-P-F-536-1-536,536,536,1,..\instances\BT-peor-fact\BT-P-F-536-1-536.txt
BT-peor-fact,BT-P-F-537-1-537,537,537,1,..\instances\BT-peor-fact\BT-P-F-537-1-537.txt
BT-peor-fact,BT-P-F-538-1-538,538,538,1,..\instances\BT-peor-fact\BT-P-F-538-1-538.txt
BT-peor-fact,BT-P-F-539-1-539,539,539,1,..\instances\BT-peor-fact\BT-P-F-539-1-539.txt
BT-peor-fact,BT-P-F-540-1-540,540,540,1,..\instances\BT-peor-fact\BT-P-F-540-1-540.txt
BT-peor-fact,BT-P-F-541-1-541,541,541,1,..\instances\BT-peor-fact\BT-P-F-541-1-541.txt
BT-peor-fact,BT-P-F-542-1-542,542,542,1,..\instances\BT-peor-fact\BT-P-F-542-1-542.txt
BT-peor-fact,BT-P-F-543-1-543,543,543,1,..\instances\BT-peor-fact\BT-P-F-543-1-543.txt
BT-peor-fact,BT-P-F-544-1-544,544,544,1,..\instances\BT-peor-fact\BT-P-F-544-1-544.txt
BT-peor-fact,BT-P-F-545-1-545,545,545,1,..\instances\BT-peor-fact\BT-P-F-545-1-545.txt
BT-peor-fact,BT-P-F-546-1-546,546,546,1,..\instances\BT-peor-fact\BT-P-F-546-1-546.txt
BT-peor-fact,BT-P-F-547-1-547,547,547,1,..\instances\BT-peor-fact\BT-P-F-547-1-547.txt
BT-peor-fact,BT-P-F-548-1-548,548,548,1,..\instances\BT-peor-fact\BT-P-F-548-1-548.txt
BT-peor-fact,BT-P-F-549-1-549,549,549,1,..\instances\BT-peor-fact\BT-P-F-549-1-549.txt
BT-peor-fact,BT-P-F-550-1-550,550,550,1,..\instances\BT-peor-fact\BT-P-F-550-1-550.txt
BT-peor-fact,BT-P-F-551-1-551,551,551,1,..\instances\BT-peor-fact\BT-P-F-551-1-551.txt
BT-peor-fact,BT-P-F-552-1-552,552,552,1,..\instances\BT-peor-fact\BT-P-F-552-1-552.txt
BT-peor-fact,BT-P-F-553-1-553,553,553,1,..\instances\BT-peor-fact\BT-P-F-553-1-553.txt
BT-peor-fact,BT-P-F-554-1-554,554,554,1,..\instances\BT-peor-fact\BT-P-F-554-1-554.txt
BT-peor-fact,BT-P-F-555-1-555,555,555,1,..\instances\BT-peor-fact\BT-P-F-555-1-555.txt
BT-peor-fact,BT-P-F-556-1-556,556,556,1,..\instances\BT-peor-fact\BT-P-F-556-1-556.txt
BT-peor-fact,BT-P-F-557-1-557,557,557,1,..\instances\BT-peor-fact\BT-P-F-557-1-557.txt
BT-peor-fact,BT-P-F-558-1-558,558,558,1,..\instances\BT-peor-fact\BT-P-F-558-1-558.txt
BT-peor-fact,BT-P-F-559-1-559,559,559,1,..\instances\BT-peor-fact\BT-P-F-559-1-559.txt
BT-peor-fact,BT-P-F-560-1-560,560,560,1,..\instances\BT-peor-fact\BT-P-F-560-1-560.txt
BT-peor-fact,BT-P-F-561-1-561,561,561,1,..\instances\BT-peor-fact\BT-P-F-561-1-561.txt
BT-peor-fact,BT-P-F-562-1-562,562,562,1,..\instances\BT-peor-fact\BT-P-F-562-1-562.txt
BT-peor-fact,BT-P-F-563-1-563,563,563,1,..\instances\BT-peor-fact\BT-P-F-563-1-563.txt
BT-peor-fact,BT-P-F-564-1-564,564,564,1,..\instances\BT-peor-fact\BT-P-F-564-1-564.txt
BT-peor-fact,BT-P-F-565-1-565,565,565,1,..\instances\BT-peor-fact\BT-P-F-565-1-565.txt
BT-peor-fact,BT-P-F-566-1-566,566,566,1,..\instances\BT-peor-fact\BT-P-F-566-1-566.txt
BT-peor-fact,BT-P-F-567-1-567,567,567,1,..\instances\BT-peor-fact\BT-P-F-567-1-567.txt
BT-peor-fact,BT-P-F-568-1-568,568,568,1,..\instances\BT-peor-fact\BT-P-F-568-1-568.txt
BT-peor-fact,BT-P-F-569-1-569,569,569,1,..\instances\BT-peor-fact\BT-P-F-569-1-569.txt
BT-peor-fact,BT-P-F-570-1-570,570,570,1,..\instances\BT-peor-fact\BT-P-F-570-1-570.txt
BT-peor-fact,BT-P-F-571-1-571,571,571,1,..\instances\BT-peor-fact\BT-P-F-571-1-571.txt
BT-peor-fact,BT-P-F-572-1-572,572,572,1,..\instances\BT-peor-fact\BT-P-F-572-1-572.txt
BT-peor-fact,BT-P-F-573-1-573,573,573,1,..\instances\BT-peor-fact\BT-P-F-573-1-573.txt
BT-peor-fact,BT-P-F-574-1-574,574,574,1,..\instances\BT-peor-fact\BT-P-F-574-1-574.txt
BT-peor-fact,BT-P-F-575-1-575,575,575,1,..\instances\BT-peor-fact\BT-P-F-575-1-575.txt
BT-peor-fact,BT-P-F-576-1-576,576,576,1,..\instances\BT-peor-fact\BT-P-F-576-1-576.txt
BT-peor-fact,BT-P-F-577-1-577,577,577,1,..\instances\BT-peor-fact\BT-P-F-577-1-577.txt
BT-peor-fact,BT-P-F-578-1-578,578,578,1,..\instances\BT-peor-fact\BT-P-F-578-1-578.txt
BT-peor-fact,BT-P-F-579-1-579,579,579,1,..\instances\BT-peor-fact\BT-P-F-579-1-579.txt
BT-peor-fact,BT-P-F-580-1-580,580,580,1,..\instances\BT-peor-fact\BT-P-F-580-1-580.txt
BT-peor-fact,BT-P-F-581-1-581,581,581,1,..\instances\BT-peor-fact\BT-P-F-581-1-581.txt
BT-peor-fact,BT-P-F-582-1-582,582,582,1,..\instances\BT-peor-fact\BT-P-F-582-1-582.txt
BT-peor-fact,BT-P-F-583-1-583,583,583,1,..\instances\BT-peor-fact\BT-P-F-583-1-583.txt
BT-peor-fact,BT-P-F-584-1-584,584,584,1,..\instances\BT-peor-fact\BT-P-F-584-1-584.txt
BT-peor-fact,BT-P-F-585-1-585,585,585,1,..\instances\BT-peor-fact\BT-P-F-585-1-585.txt
BT-peor-fact,BT-P-F-586-1-586,586,586,1,..\instances\BT-peor-fact\BT-P-F-586-1-586.txt
BT-peor-fact,BT-P-F-587-1-587,587,587,1,..\instances\BT-peor-fact\BT-P-F-587-1-587.txt
BT-peor-fact,BT-P-F-588-1-588,588,588,1,..\instances\BT-peor-fact\BT-P-F-588-1-588.txt
BT-peor-fact,BT-P-F-589-1-589,589,589,1,..\instances\BT-peor-fact\BT-P-F-589-1-589.txt
BT-peor-fact,BT-P-F-590-1-590,590,590,1,..\instances\BT-peor-fact\BT-P-F-590-1-590.txt
BT-peor-fact,BT-P-F-591-1-591,591,591,1,..\instances\BT-peor-fact\BT-P-F-591-1-591.txt
BT-peor-fact,BT-P-F-592-1-592,592,592,1,..\instances\BT-peor-fact\BT-P-F-592-1-592.txt
BT-peor-fact,BT-P-F-593-1-593,593,593,1,..\instances\BT-peor-fact\BT-P-F-593-1-593.txt
BT-peor-fact,BT-P-F-594-1-594,594,594,1,..\instances\BT-peor-fact\BT-P-F-594-1-594.txt
BT-peor-fact,BT-P-F-595-1-595,595,595,1,..\instances\BT-peor-fact\BT-P-F-595-1-595.txt
BT-peor-fact,BT-P-F-596-1-596,596,596,1,..\instances\BT-peor-fact\BT-P-F-596-1-596.txt
BT-peor-fact,BT-P-F-597-1-597,597,597,1,..\instances\BT-peor-fact\BT-P-F-597-1-597.txt
BT-peor-fact,BT-P-F-598-1-598,598,598,1,..\instances\BT-peor-fact\BT-P-F-598-1-598.txt
BT-peor-fact,BT-P-F-599-1-599,599,599,1,..\instances\BT-peor-fact\BT-P-F-599-1-599.txt
BT-peor-fact,BT-P-F-600-1-600,600,600,1,..\instances\BT-peor-fact\BT-P-F-600-1-600.txt
BT-peor-fact,BT-P-F-601-1-601,601,601,1,..\instances\BT-peor-fact\BT-P-F-601-1-601.txt
BT-peor-fact,BT-P-F-602-1-602,602,602,1,..\instances\BT-peor-fact\BT-P-F-602-1-602.txt
BT-peor-fact,BT-P-F-603-1-603,603,603,1,..\instances\BT-peor-fact\BT-P-F-603-1-603.txt
BT-peor-fact,BT-P-F-604-1-604,604,604,1,..\instances\BT-peor-fact\BT-P-F-604-1-604.txt
BT-peor-fact,BT-P-F-605-1-605,605,605,1,..\instances\BT-peor-fact\BT-P-F-605-1-605.txt
BT-peor-fact,BT-P-F-606-1-606,606,606,1,..\instances\BT-peor-fact\BT-P-F-606-1-606.txt
BT-peor-fact,BT-P-F-607-1-607,607,607,1,..\instances\BT-peor-fact\BT-P-F-607-1-607.txt
BT-peor-fact,BT-P-F-608-1-608,608,608,1,..\instances\BT-peor-fact\BT-P-F-608-1-608.txt
BT-peor-fact,BT-P-F-609-1-609,609,609,1,..\instances\BT-peor-fact\BT-P-F-609-1-609.txt
BT-peor-fact,BT-P-F-610-1-610,610,610,1,..\instances\BT-peor-fact\BT-P-F-610-1-610.txt
BT-peor-fact,BT-P-F-611-1-611,611,611,1,..\instances\BT-peor-fact\BT-P-F-611-1-611.txt
BT-peor-fact,BT-P-F-612-1-612,612,612,1,..\instances\BT-peor-fact\BT-P-F-612-1-612.txt
BT-peor-fact,BT-P-F-613-1-613,613,613,1,..\instances\BT-peor-fact\BT-P-F-613-1-613.txt
BT-peor-fact,BT-P-F-614-1-614,614,614,1,..\instances\BT-peor-fact\BT-P-F-614-1-614.txt
BT-peor-fact,BT-P-F-615-1-615,615,615,1,..\instances\BT-peor-fact\BT-P-F-615-1-615.txt
BT-peor-fact,BT-P-F-616-1-616,616,616,1,..\instances\BT-peor-fact\BT-P-F-616-1-616.txt
BT-peor-fact,BT-P-F-617-1-617,617,617,1,..\instances\BT-peor-fact\BT-P-F-617-1-617.txt
BT-peor-fact,BT-P-F-618-1-618,618,618,1,..\instances\BT-peor-fact\BT-P-F-618-1-618.txt
BT-peor-fact,BT-P-F-619-1-619,619,619,1,..\instances\BT-peor-fact\BT-P-F-619-1-619.txt
BT-peor-fact,BT-P-F-620-1-620,620,620,1,..\instances\BT-peor-fact\BT-P-F-620-1-620.txt
BT-peor-fact,BT-P-F-621-1-621,621,621,1,..\instances\BT-peor-fact\BT-P-F-621-1-621.txt
BT-peor-fact,BT-P-F-622-1-622,622,622,1,..\instances\BT-peor-fact\BT-P-F-622-1-622.txt
BT-peor-fact,BT-P-F-623-1-623,623,623,1,..\instances\BT-peor-fact\BT-P-F-623-1-623.txt
BT-peor-fact,BT-P-F-624-1-624,624,624,1,..\instances\BT-peor-fact\BT-P-F-624-1-624.txt
BT-peor-fact,BT-P-F-625-1-625,625,625,1,..\instances\BT-peor-fact\BT-P-F-625-1-625.txt
BT-peor-fact,BT-P-F-626-1-626,626,626,1,..\instances\BT-peor-fact\BT-P-F-626-1-626.txt
BT-peor-fact,BT-P-F-627-1-627,627,627,1,..\instances\BT-peor-fact\BT-P-F-627-1-627.txt
BT-peor-fact,BT-P-F-628-1-628,628,628,1,..\instances\BT-peor-fact\BT-P-F-628-1-628.txt
BT-peor-fact,BT-P-F-629-1-629,629,629,1,..\instances\BT-peor-fact\BT-P-F-629-1-629.txt
BT-peor-fact,BT-P-F-630-1-630,630,630,1,..\instances\BT-peor-fact\BT-P-F-630-1-630.txt
BT-peor-fact,BT-P-F-631-1-631,631,631,1,..\instances\BT-peor-fact\BT-P-F-631-1-631.txt
BT-peor-fact,BT-P-F-632-1-632,632,632,1,..\instances\BT-peor-fact\BT-P-F-632-1-632.txt
BT-peor-fact,BT-P-F-633-1-633,633,633,1,..\instances\BT-peor-fact\BT-P-F-633-1-633.txt
BT-peor-fact,BT-P-F-634-1-634,634,634,1,..\instances\BT-peor-fact\BT-P-F-634-1-634.txt
BT-peor-fact,BT-P-F-635-1-635,635,635,1,..\instances\BT-peor-fact\BT-P-F-635-1-635.txt
BT-peor-fact,BT-P-F-636-1-636,636,636,1,..\instances\BT-peor-fact\BT-P-F-636-1-636.txt
BT-peor-fact,BT-P-F-637-1-637,637,637,1,..\instances\BT-peor-fact\BT-P-F-637-1-637.txt
BT-peor-fact,BT-P-F-638-1-638,638,638,1,..\instances\BT-peor-fact\BT-P-F-638-1-638.txt
BT-peor-fact,BT-P-F-639-1-639,639,639,1,..\instances\BT-peor-fact\BT-P-F-639-1-639.txt
BT-peor-fact,BT-P-F-640-1-640,640,640,1,..\instances\BT-peor-fact\BT-P-F-640-1-640.txt
BT-peor-fact,BT-P-F-641-1-641,641,641,1,..\instances\BT-peor-fact\BT-P-F-641-1-641.txt
BT-peor-fact,BT-P-F-642-1-642,642,642,1,..\instances\BT-peor-fact\BT-P-F-642-1-642.txt
BT-peor-fact,BT-P-F-643-1-643,643,643,1,..\instances\BT-peor-fact\BT-P-F-643-1-643.txt
BT-peor-fact,BT-P-F-644-1-644,644,644,1,..\instances\BT-peor-fact\BT-P-F-644-1-644.txt
BT-peor-fact,BT-P-F-645-1-645,645,645,1,..\instances\BT-peor-fact\BT-P-F-645-1-645.txt
BT-peor-fact,BT-P-F-646-1-646,646,646,1,..\instances\BT-peor-fact\BT-P-F-646-1-646.txt
BT-peor-fact,BT-P-F-647-1-647,647,647,1,..\instances\BT-peor-fact\BT-P-F-647-1-647.txt
BT-peor-fact,BT-P-F-648-1-648,648,648,1,..\instances\BT-peor-fact\BT-P-F-648-1-648.txt
BT-peor-fact,BT-P-F-649-1-649,649,649,1,..\instances\BT-peor-fact\BT-P-F-649-1-649.txt
BT-peor-fact,BT-P-F-650-1-650,650,650,1,..\instances\BT-peor-fact\BT-P-F-650-1-650.txt
BT-peor-fact,BT-P-F-651-1-651,651,651,1,..\instances\BT-peor-fact\BT-P-F-651-1-651.txt
BT-peor-fact,BT-P-F-652-1-652,652,652,1,..\instances\BT-peor-fact\BT-P-F-652-1-652.txt
BT-peor-fact,BT-P-F-653-1-653,653,653,1,..\instances\BT-peor-fact\BT-P-F-653-1-653.txt
BT-peor-fact,BT-P-F-654-1-654,654,654,1,..\instances\BT-peor-fact\BT-P-F-654-1-654.txt
BT-peor-fact,BT-P-F-655-1-655,655,655,1,..\instances\BT-peor-fact\BT-P-F-655-1-655.txt
BT-peor-fact,BT-P-F-656-1-656,656,656,1,..\instances\BT-peor-fact\BT-P-F-656-1-656.txt
BT-peor-fact,BT-P-F-657-1-657,657,657,1,..\instances\BT-peor-fact\BT-P-F-657-1-657.txt
BT-peor-fact,BT-P-F-658-1-658,658,658,1,..\instances\BT-peor-fact\BT-P-F-658-1-658.txt
BT-peor-fact,BT-P-F-659-1-659,659,659,1,..\instances\BT-peor-fact\BT-P-F-659-1-659.txt
BT-peor-fact,BT-P-F-660-1-660,660,660,1,..\instances\BT-peor-fact\BT-P-F-660-1-660.txt
BT-peor-fact,BT-P-F-661-1-661,661,661,1,..\instances\BT-peor-fact\BT-P-F-661-1-661.txt
BT-peor-fact,BT-P-F-662-1-662,662,662,1,..\instances\BT-peor-fact\BT-P-F-662-1-662.txt
BT-peor-fact,BT-P-F-663-1-663,663,663,1,..\instances\BT-peor-fact\BT-P-F-663-1-663.txt
BT-peor-fact,BT-P-F-664-1-664,664,664,1,..\instances\BT-peor-fact\BT-P-F-664-1-664.txt
BT-peor-fact,BT-P-F-665-1-665,665,665,1,..\instances\BT-peor-fact\BT-P-F-665-1-665.txt
BT-peor-fact,BT-P-F-666-1-666,666,666,1,..\instances\BT-peor-fact\BT-P-F-666-1-666.txt
BT-peor-fact,BT-P-F-667-1-667,667,667,1,..\instances\BT-peor-fact\BT-P-F-667-1-667.txt
BT-peor-fact,BT-P-F-668-1-668,668,668,1,..\instances\BT-peor-fact\BT-P-F-668-1-668.txt
BT-peor-fact,BT-P-F-669-1-669,669,669,1,..\instances\BT-peor-fact\BT-P-F-669-1-669.txt
BT-peor-fact,BT-P-F-670-1-670,670,670,1,..\instances\BT-peor-fact\BT-P-F-670-1-670.txt
BT-peor-fact,BT-P-F-671-1-671,671,671,1,..\instances\BT-peor-fact\BT-P-F-671-1-671.txt
BT-peor-fact,BT-P-F-672-1-672,672,672,1,..\instances\BT-peor-fact\BT-P-F-672-1-672.txt
BT-peor-fact,BT-P-F-673-1-673,673,673,1,..\instances\BT-peor-fact\BT-P-F-673-1-673.txt
BT-peor-fact,BT-P-F-674-1-674,674,674,1,..\instances\BT-peor-fact\BT-P-F-674-1-674.txt
BT-peor-fact,BT-P-F-675-1-675,675,675,1,..\instances\BT-peor-fact\BT-P-F-675-1-675.txt
BT-peor-fact,BT-P-F-676-1-676,676,676,1,..\instances\BT-peor-fact\BT-P-F-676-1-676.txt
BT-peor-fact,BT-P-F-677-1-677,677,677,1,..\instances\BT-peor-fact\BT-P-F-677-1-677.txt
BT-peor-fact,BT-P-F-678-1-678,678,678,1,..\instances\BT-peor-fact\BT-P-F-678-1-678.txt
BT-peor-fact,BT-P-F-679-1-679,679,679,1,..\instances\BT-peor-fact\BT-P-F-679-1-679.txt
BT-peor-fact,BT-P-F-680-1-680,680,680,1,..\instances\BT-peor-fact\BT-P-F-680-1-680.txt
BT-peor-fact,BT-P-F-681-1-681,681,681,1,..\instances\BT-peor-fact\BT-P-F-681-1-681.txt
BT-peor-fact,BT-P-F-682-1-682,682,682,1,..\instances\BT-peor-fact\BT-P-F-682-1-682.txt
BT-peor-fact,BT-P-F-683-1-683,683,683,1,..\instances\BT-peor-fact\BT-P-F-683-1-683.txt
BT-peor-fact,BT-P-F-684-1-684,684,684,1,..\instances\BT-peor-fact\BT-P-F-684-1-684.txt
BT-peor-fact,BT-P-F-685-1-685,685,685,1,..\instances\BT-peor-fact\BT-P-F-685-1-685.txt
BT-peor-fact,BT-P-F-686-1-686,686,686,1,..\instances\BT-peor-fact\BT-P-F-686-1-686.txt
BT-peor-fact,BT-P-F-687-1-687,687,687,1,..\instances\BT-peor-fact\BT-P-F-687-1-687.txt
BT-peor-fact,BT-P-F-688-1-688,688,688,1,..\instances\BT-peor-fact\BT-P-F-688-1-688.txt
BT-peor-fact,BT-P-F-689-1-689,689,689,1,..\instances\BT-peor-fact\BT-P-F-689-1-689.txt
BT-peor-fact,BT-P-F-690-1-690,690,690,1,..\instances\BT-peor-fact\BT-P-F-690-1-690.txt
BT-peor-fact,BT-P-F-691-1-691,691,691,1,..\instances\BT-peor-fact\BT-P-F-691-1-691.txt
BT-peor-fact,BT-P-F-692-1-692,692,692,1,..\instances\BT-peor-fact\BT-P-F-692-1-692.txt
BT-peor-fact,BT-P-F-693-1-693,693,693,1,..\instances\BT-peor-fact\BT-P-F-693-1-693.txt
BT-peor-fact,BT-P-F-694-1-694,694,694,1,..\instances\BT-peor-fact\BT-P-F-694-1-694.txt
BT-peor-fact,BT-P-F-695-1-695,695,695,1,..\instances\BT-peor-fact\BT-P-F-695-1-695.txt
BT-peor-fact,BT-P-F-696-1-696,696,696,1,..\instances\BT-peor-fact\BT-P-F-696-1-696.txt
BT-peor-fact,BT-P-F-697-1-697,697,697,1,..\instances\BT-peor-fact\BT-P-F-697-1-697.txt
BT-peor-fact,BT-P-F-698-1-698,698,698,1,..\instances\BT-peor-fact\BT-P-F-698-1-698.txt
BT-peor-fact,BT-P-F-699-1-699,699,699,1,..\instances\BT-peor-fact\BT-P-F-699-1-699.txt
BT-peor-fact,BT-P-F-700-1-700,700,700,1,..\instances\BT-peor-fact\BT-P-F-700-1-700.txt
BT-peor-fact,BT-P-F-701-1-701,701,701,1,..\instances\BT-peor-fact\BT-P-F-701-1-701.txt
BT-peor-fact,BT-P-F-702-1-702,702,702,1,..\instances\BT-peor-fact\BT-P-F-702-1-702.txt
BT-peor-fact,BT-P-F-703-1-703,703,703,1,..\instances\BT-peor-fact\BT-P-F-703-1-703.txt
BT-peor-fact,BT-P-F-704-1-704,704,704,1,..\instances\BT-peor-fact\BT-P-F-704-1-704.txt
BT-peor-fact,BT-P-F-705-1-705,705,705,1,..\instances\BT-peor-fact\BT-P-F-705-1-705.txt
BT-peor-fact,BT-P-F-706-1-706,706,706,1,..\instances\BT-peor-fact\BT-P-F-706-1-706.txt
BT-peor-fact,BT-P-F-707-1-707,707,707,1,..\instances\BT-peor-fact\BT-P-F-707-1-707.txt
BT-peor-fact,BT-P-F-708-1-708,708,708,1,..\instances\BT-peor-fact\BT-P-F-708-1-708.txt
BT-peor-fact,BT-P-F-709-1-709,709,709,1,..\instances\BT-peor-fact\BT-P-F-709-1-709.txt
BT-peor-fact,BT-P-F-710-1-710,710,710,1,..\instances\BT-peor-fact\BT-P-F-710-1-710.txt
BT-peor-fact,BT-P-F-711-1-711,711,711,1,..\instances\BT-peor-fact\BT-P-F-711-1-711.txt
BT-peor-fact,BT-P-F-712-1-712,712,712,1,..\instances\BT-peor-fact\BT-P-F-712-1-712.txt
BT-peor-fact,BT-P-F-713-1-713,713,713,1,..\instances\BT-peor-fact\BT-P-F-713-1-713.txt
BT-peor-fact,BT-P-F-714-1-714,714,714,1,..\instances\BT-peor-fact\BT-P-F-714-1-714.txt
BT-peor-fact,BT-P-F-715-1-715,715,715,1,..\instances\BT-peor-fact\BT-P-F-715-1-715.txt
BT-peor-fact,BT-P-F-716-1-716,716,716,1,..\instances\BT-peor-fact\BT-P-F-716-1-716.txt
BT-peor-fact,BT-P-F-717-1-717,717,717,1,..\instances\BT-peor-fact\BT-P-F-717-1-717.txt
BT-peor-fact,BT-P-F-718-1-718,718,718,1,..\instances\BT-peor-fact\BT-P-F-718-1-718.txt
BT-peor-fact,BT-P-F-719-1-719,719,719,1,..\instances\BT-peor-fact\BT-P-F-719-1-719.txt
BT-peor-fact,BT-P-F-720-1-720,720,720,1,..\instances\BT-peor-fact\BT-P-F-720-1-720.txt
BT-peor-fact,BT-P-F-721-1-721,721,721,1,..\instances\BT-peor-fact\BT-P-F-721-1-721.txt
BT-peor-fact,BT-P-F-722-1-722,722,722,1,..\instances\BT-peor-fact\BT-P-F-722-1-722.txt
